iso_ref,gene_ref,isoform_id,gene_id,condition_1,condition_2,gene_name,gene_biotype,iso_biotype,gene_overall_mean,gene_value_1,gene_value_2,gene_stderr_1,gene_stderr_2,gene_log2_fold_change,gene_q_value,iso_overall_mean,iso_value_1,iso_value_2,iso_stderr_1,iso_stderr_2,iso_log2_fold_change,iso_q_value,IF_overall,IF1,IF2,dIF,isoform_switch_q_value,gene_switch_q_value,PTC,IR,switchConsequencesGene
isoComp_00000416,geneComp_00000193,ENSMUST00000181757,1700086O06Rik,KO5,WT,1700086O06Rik,lncRNA,lncRNA,12.579805636382181,18.733846438203035,6.425764834561328,0.35307201650534825,0.1410240411535663,-1.5422335243854068,NA,4.736035564746716,5.982356555452698,3.489714574040734,0.41411127115045826,0.12777322252262166,-0.7758862040863026,NA,0.43206666666666665,0.3197333333333333,0.5444,0.22466666666666668,3.874068856146785e-5,3.3209234990121485e-5,NA,0,TRUE
isoComp_00000417,geneComp_00000193,ENSMUST00000181871,1700086O06Rik,KO5,WT,1700086O06Rik,lncRNA,lncRNA,12.579805636382181,18.733846438203035,6.425764834561328,0.35307201650534825,0.1410240411535663,-1.5422335243854068,NA,1.3181175224925932,1.7517983092138458,0.8844367357713406,0.26703960268682897,0.03386255767958563,-0.9779974258687759,NA,0.11581666666666666,0.09363333333333333,0.138,0.04436666666666668,0.2201348775892134,3.3209234990121485e-5,NA,1,TRUE
isoComp_00000418,geneComp_00000193,ENSMUST00000235525,1700086O06Rik,KO5,WT,1700086O06Rik,lncRNA,lncRNA,12.579805636382181,18.733846438203035,6.425764834561328,0.35307201650534825,0.1410240411535663,-1.5422335243854068,NA,1.3617907676065553,2.421250284557339,0.3023312506557712,0.3869441382820171,0.16856266854183882,-2.96054958678045,NA,0.08885,0.12963333333333332,0.04806666666666667,-0.08156666666666665,0.33854103925311596,3.3209234990121485e-5,NA,0,TRUE
isoComp_00000419,geneComp_00000193,ENSMUST00000235608,1700086O06Rik,KO5,WT,1700086O06Rik,lncRNA,lncRNA,12.579805636382181,18.733846438203035,6.425764834561328,0.35307201650534825,0.1410240411535663,-1.5422335243854068,NA,3.595638041827822,5.935261130358272,1.2560149532973726,0.20735594828161563,0.008563531542378,-2.231445733056959,NA,0.25635,0.3171,0.1956,-0.1215,3.3209234990121485e-5,3.3209234990121485e-5,NA,0,TRUE
isoComp_00000420,geneComp_00000193,ENSMUST00000235818,1700086O06Rik,KO5,WT,1700086O06Rik,lncRNA,lncRNA,12.579805636382181,18.733846438203035,6.425764834561328,0.35307201650534825,0.1410240411535663,-1.5422335243854068,NA,1.4252019448029642,2.3790384130792672,0.4713654765266611,1.2719549043268739,0.4439100740918891,-2.311225470188924,NA,0.09815,0.12583333333333332,0.07046666666666666,-0.05536666666666666,0.6298813481541624,3.3209234990121485e-5,NA,0,TRUE
isoComp_00002619,geneComp_00001190,ENSMUST00000065028,Abr,KO5,WT,Abr,protein_coding,protein_coding,10.114084735449643,2.302676483632985,17.9254929872663,0.06862439407364866,0.6022374515196872,2.9551820316924227,NA,2.299284547051304,0.2922562596264824,4.306312834476125,0.07320247688492597,1.04572223931992,3.8359553085514246,NA,0.18398333333333333,0.12583333333333332,0.24213333333333334,0.11630000000000001,0.024336499510634334,0.014310828061439818,FALSE,0,TRUE
isoComp_00002620,geneComp_00001190,ENSMUST00000108407,Abr,KO5,WT,Abr,protein_coding,protein_coding,10.114084735449643,2.302676483632985,17.9254929872663,0.06862439407364866,0.6022374515196872,2.9551820316924227,NA,5.1423875330932365,1.4819809685890484,8.802794097597426,0.10228149516576863,1.3012185873820838,2.562370365354304,NA,0.5681499999999999,0.6465666666666666,0.4897333333333333,-0.15683333333333332,0.32691920481273057,0.014310828061439818,FALSE,0,TRUE
isoComp_00002621,geneComp_00001190,ENSMUST00000108408,Abr,KO5,WT,Abr,protein_coding,protein_coding,10.114084735449643,2.302676483632985,17.9254929872663,0.06862439407364866,0.6022374515196872,2.9551820316924227,NA,0.34074908248510455,0.11996398334948506,0.5615341816207241,0.06859099214074947,0.22554573938759637,2.13672791642578,NA,0.04301666666666667,0.05393333333333333,0.032100000000000004,-0.02183333333333333,0.7752141730135887,0.014310828061439818,FALSE,0,TRUE
isoComp_00002625,geneComp_00001190,ENSMUST00000141442,Abr,KO5,WT,Abr,protein_coding,retained_intron,10.114084735449643,2.302676483632985,17.9254929872663,0.06862439407364866,0.6022374515196872,2.9551820316924227,NA,1.177573291031817,0.2963670133625203,2.058779568701114,0.1460800565105118,0.2831095985221411,2.755447056966675,NA,0.11965,0.12523333333333334,0.11406666666666666,-0.011166666666666672,0.8341055359247872,0.014310828061439818,NA,0,TRUE
isoComp_00002627,geneComp_00001190,ENSMUST00000238684,Abr,KO5,WT,Abr,protein_coding,protein_coding,10.114084735449643,2.302676483632985,17.9254929872663,0.06862439407364866,0.6022374515196872,2.9551820316924227,NA,0.9933298440236491,0.11210575235837068,1.8745539356889276,0.014432168024273724,0.14035473219048133,3.948020013450999,NA,0.07635,0.0484,0.1043,0.055900000000000005,0.014310828061439818,0.014310828061439818,FALSE,0,TRUE
